Путь;Имя файла;№ поля;Имя поля;Тип;Тип (расшифровка);Длина;Знаков после запятой;Флаги
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.dbf;membertypes.dbf;1;MEMBERTYPE;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.dbf;membertypes.dbf;2;MEMBERTYP2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.dbf;membertypes.dbf;3;MEMBERDUES;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;1;MY_ORGANIZ;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;2;COMPANYNAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;3;ADDRESS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;4;CITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;5;STATEORPRO;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;6;POSTALCODE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;7;COUNTRY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;8;DEFAULTPAY;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;9;DEFAULTINV;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;10;PHONENUMBE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;11;FAXNUMBER;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/payment methods.dbf;payment methods.dbf;1;PAYMENTMET;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/payment methods.dbf;payment methods.dbf;2;PAYMENTME2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/payment methods.dbf;payment methods.dbf;3;CREDITCARD;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;1;TRACKID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;2;TRACKNUMBE;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;3;TRACKTITLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;4;TRACKLENGT;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;5;RECORDINGI;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/music categories.dbf;music categories.dbf;1;MUSICCATEG;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/music categories.dbf;music categories.dbf;2;MUSICCATE2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;1;RECORDINGA;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;2;RECORDING2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;3;PHOTOGRAPH;G;general (OLE);4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;4;BIRTHDATE;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;5;BIRTHPLACE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;6;DATEOFDEAT;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;7;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;1;RECORDINGI;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;2;RECORDINGT;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;3;RECORDINGA;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;4;MUSICCATEG;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;5;RECORDINGL;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;6;YEARRELEAS;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;7;FORMAT;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;8;NUMBEROFTR;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;9;DATEPURCHA;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;10;PURCHASEPR;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;11;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;1;ORDERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;2;CUSTOMERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;3;EMPLOYEEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;4;ORDERDATE;D;дата;8;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;5;PURCHASEOR;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;6;SHIPNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;7;SHIPADDRES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;8;SHIPCITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;9;SHIPSTATEO;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;10;SHIPPOSTAL;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;11;SHIPCOUNTR;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;12;SHIPPHONEN;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;13;SHIPDATE;D;дата;8;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;14;SHIPPINGME;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;15;FREIGHTCHA;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;16;SALESTAXRA;B;неизвестный;8;2;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;1;PAYMENTID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;2;ORDERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;3;PAYMENTAMO;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;4;PAYMENTDAT;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;5;CREDITCARD;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;6;CARDHOLDER;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;7;CREDITCAR2;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;8;PAYMENTMET;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.DBF;PRODUCTS.DBF;1;PRODUCTID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.DBF;PRODUCTS.DBF;2;PRODUCTNAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.DBF;PRODUCTS.DBF;3;UNITPRICE;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;1;CUSTOMERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;2;COMPANYNAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;3;CONTACTFIR;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;4;CONTACTLAS;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;5;BILLINGADD;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;6;CITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;7;STATEORPRO;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;8;POSTALCODE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;9;COUNTRY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;10;CONTACTTIT;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;11;PHONENUMBE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;12;FAXNUMBER;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;1;EMPLOYEEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;2;FIRSTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;3;LASTNAME;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;4;TITLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;5;EXTENSION;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;6;WORKPHONE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;1;SETUPID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;2;SALESTAXRA;B;неизвестный;8;2;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;3;COMPANYNAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;4;ADDRESS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;5;CITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;6;STATEORPRO;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;7;POSTALCODE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;8;COUNTRY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;9;PHONENUMBE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;10;FAXNUMBER;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;11;DEFAULTPAY;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;12;DEFAULTINV;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;1;ORDERDETAI;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;2;ORDERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;3;PRODUCTID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;4;QUANTITY;B;неизвестный;8;2;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;5;UNITPRICE;Y;денежный;8;4;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;6;DISCOUNT;B;неизвестный;8;2;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/payment methods.dbf;payment methods.dbf;1;PAYMENTMET;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/payment methods.dbf;payment methods.dbf;2;PAYMENTME2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/payment methods.dbf;payment methods.dbf;3;CREDITCARD;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/shipping methods.dbf;shipping methods.dbf;1;SHIPPINGME;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/shipping methods.dbf;shipping methods.dbf;2;SHIPPINGM2;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photo locations.dbf;photo locations.dbf;1;PHOTOLOCAT;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photo locations.dbf;photo locations.dbf;2;PHOTOLOCA2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;1;PHOTOGRAPH;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;2;FILMID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;3;PHOTOLOCAT;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;4;PHOTOGRAP2;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;5;DATETAKEN;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;6;TIMETAKEN;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;7;PLACETAKEN;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;8;SUBJECTNAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;9;SUBJECTPHO;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;10;LENSUSED;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;11;APERTURE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;12;SHUTTERSPE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;13;FILTERUSED;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;14;FLASH;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;15;PRINTSIZE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;16;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;1;FILMID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;2;FILMTITLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;3;FILMTYPE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;4;FILMSPEED;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;5;COLORFILM;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;6;FILMEXPIRA;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;7;DATEDEVELO;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;8;DEVELOPEDB;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;9;CAMERA;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;10;NOTES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/AUTO_IDS.DBF;AUTO_IDS.DBF;1;ID;C;символьный;10;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/AUTO_IDS.DBF;AUTO_IDS.DBF;2;TABLE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/FOODCAT.DBF;FOODCAT.DBF;1;FOODCATID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/FOODCAT.DBF;FOODCAT.DBF;2;FOODCAT;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/INGREDIE.DBF;INGREDIE.DBF;1;INGRED_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/INGREDIE.DBF;INGREDIE.DBF;2;INGREDIENT;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;1;RECIPE_ING;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;2;RECIPE_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;3;INGRED_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;4;QUANTITY;B;неизвестный;8;5;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;5;COMMENTS;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;1;RECIPE_ID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;2;RECIPE_NAM;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;3;RECIPE_DES;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;4;SOURCE;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;5;FOODCATID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;6;VEGETARIAN;L;логический;1;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;7;TIME_TO_PR;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;8;NUMBER_OF_;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;9;INGREDIENT;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;10;INSTRUCTIO;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;11;UTENSILS;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;12;NUTRITIONA;C;символьный;254;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.DBF;SCHEDULE.DBF;1;SCHEDULEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.DBF;SCHEDULE.DBF;2;RESOURCEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.DBF;SCHEDULE.DBF;3;SCHEDULEDA;T;дата-время;8;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;1;CUSTOMERID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;2;CONTACTFIR;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;3;CONTACTLAS;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;4;COMPANYORD;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;5;BILLINGADD;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;6;CITY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;7;STATEORPRO;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;8;POSTALCODE;C;символьный;20;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;9;COUNTRY;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;10;CONTACTTIT;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;11;PHONENUMBE;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;12;EXTENSION;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;13;FAXNUMBER;C;символьный;30;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resource types.dbf;resource types.dbf;1;RESOURCETY;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resource types.dbf;resource types.dbf;2;RESOURCET2;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;resources.dbf;1;RESOURCEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;resources.dbf;2;RESOURCENA;C;символьный;50;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;resources.dbf;3;RESOURCETY;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;resources.dbf;4;COMMENTS;M;memo (текст);4;0;
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/schedule details.dbf;schedule details.dbf;1;SCHEDULEDE;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/schedule details.dbf;schedule details.dbf;2;SCHEDULEID;I;целый;4;0;двоичное
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/schedule details.dbf;schedule details.dbf;3;CUSTOMERID;I;целый;4;0;двоичное
