Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/employees.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;employees.dbf;.dbf;1845;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/inventory transactions.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;inventory transactions.FPT;.fpt;1754;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/inventory transactions.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;inventory transactions.dbf;.dbf;1596;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/my company information.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;my company information.FPT;.fpt;576;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/my company information.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;my company information.dbf;.dbf;843;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/purchase orders.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;purchase orders.FPT;.fpt;791;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/purchase orders.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;purchase orders.dbf;.dbf;1103;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/shipping methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;shipping methods.dbf;.dbf;410;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/suppliers.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;suppliers.cdx;.cdx;13824;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/suppliers.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;suppliers.dbf;.dbf;2829;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/suppliers.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data;suppliers.fpt;.fpt;1107;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/ACCOUNTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;ACCOUNTS.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/ACCOUNTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;ACCOUNTS.DBF;.dbf;1406;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/LEDGER.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;LEDGER.DBC;.dbc;5667;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/LEDGER.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;LEDGER.DCT;.dct;4992;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/LEDGER.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;LEDGER.DCX;.dcx;5632;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/account types.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;account types.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/account types.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;account types.dbf;.dbf;581;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/transactions.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;transactions.cdx;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/transactions.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;transactions.dbf;.dbf;1519;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/transactions.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data;transactions.fpt;.fpt;1984;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Membership;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/MEMBERS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;MEMBERS.CDX;.cdx;12288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/MEMBERS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;MEMBERS.DBF;.dbf;8640;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/MEMBERS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;MEMBERS.FPT;.fpt;1817;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/My Organization Information.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;My Organization Information.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/PAYMENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;PAYMENTS.CDX;.cdx;12288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/PAYMENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;PAYMENTS.DBF;.dbf;2190;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/Payment Methods.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;Payment Methods.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committeemembers.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;committeemembers.cdx;.cdx;15360;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committeemembers.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;committeemembers.dbf;.dbf;854;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committees.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;committees.cdx;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committees.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;committees.dbf;.dbf;510;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committees.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;committees.fpt;.fpt;660;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membership.dbc;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;membership.dbc;.dbc;16062;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membership.dct;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;membership.dct;.dct;6592;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membership.dcx;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;membership.dcx;.dcx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;membertypes.cdx;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;membertypes.dbf;.dbf;581;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;my organization information.FPT;.fpt;688;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;my organization information.dbf;.dbf;915;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/payment methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data;payment methods.dbf;.dbf;616;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/Music Categories.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;Music Categories.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/Music Collection.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;Music Collection.DBC;.dbc;7977;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/Music Collection.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;Music Collection.DCT;.dct;3264;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/Music Collection.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;Music Collection.DCX;.dcx;5632;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/Recording Artists.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;Recording Artists.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;TRACKS.CDX;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;TRACKS.DBF;.dbf;1452;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/music categories.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;music categories.dbf;.dbf;635;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;recording artists.FPT;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;recording artists.dbf;.dbf;1036;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;recordings.cdx;.cdx;16896;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;recordings.dbf;.dbf;1565;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data;recordings.fpt;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/My Company Information.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;My Company Information.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;ORDERS.CDX;.cdx;19968;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;ORDERS.DBF;.dbf;5803;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;ORDERS.FPT;.fpt;1431;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/Order Details.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;Order Details.CDX;.cdx;12288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/Order Entry.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;Order Entry.DCT;.dct;11200;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/Order Entry.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;Order Entry.DCX;.dcx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;PAYMENTS.CDX;.cdx;13824;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;PAYMENTS.DBF;.dbf;2190;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;PRODUCTS.CDX;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;PRODUCTS.DBF;.dbf;1022;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/Payment Methods.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;Payment Methods.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/Shipping Methods.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;Shipping Methods.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;customers.cdx;.cdx;10752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;customers.dbf;.dbf;1847;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;customers.fpt;.fpt;663;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;employees.cdx;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;employees.dbf;.dbf;1563;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;my company information.FPT;.fpt;689;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;my company information.dbf;.dbf;955;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;order details.dbf;.dbf;1746;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order entry.dbc;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;order entry.dbc;.dbc;23487;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/payment methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;payment methods.dbf;.dbf;616;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/shipping methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data;shipping methods.dbf;.dbf;460;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/Photo Locations.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;Photo Locations.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/Picture Library.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;Picture Library.DBC;.dbc;7812;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/Picture Library.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;Picture Library.DCT;.dct;3136;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/Picture Library.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;Picture Library.DCX;.dcx;5632;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/Rolls of Film.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;Rolls of Film.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photo locations.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;photo locations.dbf;.dbf;635;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;photographs.cdx;.cdx;15360;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;photographs.dbf;.dbf;11258;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;photographs.fpt;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;rolls of film.FPT;.fpt;1140;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data;rolls of film.dbf;.dbf;1746;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/AUTO_IDS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;AUTO_IDS.CDX;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/AUTO_IDS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;AUTO_IDS.DBF;.dbf;544;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/FOODCAT.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;FOODCAT.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/FOODCAT.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;FOODCAT.DBF;.dbf;690;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/INGREDIE.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;INGREDIE.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/INGREDIE.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;INGREDIE.DBF;.dbf;2010;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECINGRD.CDX;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECINGRD.DBF;.dbf;8431;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.CDX;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.DBC;.dbc;10287;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.DBF;.dbf;5350;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.DCT;.dct;3776;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.DCX;.dcx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data;RECIPES.FPT;.fpt;2054;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/FOODCAT.SCT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;FOODCAT.SCT;.sct;4348;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/FOODCAT.SCX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;FOODCAT.SCX;.scx;2450;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/INGRED.SCT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;INGRED.SCT;.sct;4356;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/INGRED.SCX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;INGRED.SCX;.scx;2450;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/RECIPES.SCT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;RECIPES.SCT;.sct;14960;1998-05-24 19:00:00;;;ok
