Путь;Имя файла;№ листа;Имя листа;Видимость;Строка заголовка;№ колонки;Буква колонки;Заголовок колонки
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;1;A;Sıra
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;2;B;Rayonun adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;3;C;Alıcının adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;4;D;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;5;E;Torpaq sahəsi (kv.m.)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;6;F;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;7;G;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;8;H;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;4;Torpaq;visible;1;9;I;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;3;C;Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;4;D;Əmlak
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;5;E;Ünvan
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;6;F;Şəhadətnamə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;5;Birge Mus.-BM;visible;1;8;H;səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;3;C;Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;4;D;Əmlak
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;5;E;Ünvan
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;6;F;Şəhadətnamə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;6;Investisiya-sahadatnama;visible;1;8;H;səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;3;C;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;4;D;Fiziki şəxsin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;5;E;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;6;F;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;7;Rayon-sah-alava;visible;1;8;H;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;3;C;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;4;D;Fiziki şəxsin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;5;E;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;6;F;Arayışın №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;8;avadanliqlar-arayis;visible;1;8;H;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;3;C;Şəhadətnamə verilir (Hüquqi şəxsi adı, fiziki şəxsin S.A.A.)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;4;D;Obyekt
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;5;E;Ünvan
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;6;F;Şəhadətnamə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;8;H;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;9;I;İlkin mülkiyyətçi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;12;L;Qeydiyyat nömrəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;13;M;Reyestr nömrəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;9;Mulkuyat;visible;1;14;N;Qeyd
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;3;C;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;4;D;Fiziki şəxsin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;5;E;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;6;F;Şəhadətnamə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;10;Rayon-hamisi-auksion;visible;1;8;H;səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;1;A;Qeyd
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;2;B;m
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;3;C;Kr
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;4;D;KOT
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;5;E;Ş
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;6;F;Şəhad
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;7;G;Şəhadətnamənin tarixi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;8;H;Müq.
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;9;I;Müq.
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;10;J;Müq.tarixi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;11;K;F.İ.O.
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;12;L;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;13;M;1
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;14;N;0.15
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;15;O;Arayış n.
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;16;P;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;17;Q;Qəbzin n.
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;18;R;Q.tarixi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;11;ozəl-ham;visible;1;19;S;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;3;C;Əmlakın tərkibi (Obyektin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;4;D;Şəhadətnamə verilir (Fiziki şəxsin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;5;E;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;6;F;Tikinti altı torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;7;G;Ümumi torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;8;H;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;9;I;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;10;J;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;12;deideik;visible;1;11;K;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;3;C;Əmlakın tərkibi (Obyektin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;4;D;Müqavilə verilir (Fiziki şəxsin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;5;E;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;6;F;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;7;G;Müqavilənin nömrəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;8;H;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;13;emdk;visible;1;9;I;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;3;C;Əmlakın tərkibi (Obyektin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;4;D;Şəhadətnamə verilir (Fiziki şəxsin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;5;E;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;6;F;Tikinti altı torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;7;G;Ümumi torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;8;H;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;9;I;Registr nömrəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;10;J;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;11;K;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;14;auks-ərazi 2006-2009;visible;1;12;L;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;3;C;Əmlakın tərkibi (Obyektin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;4;D;Şəhadətnamə verilir (Fiziki şəxsin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;5;E;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;6;F;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;7;G;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;8;H;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;15;qarış 2006-2009;visible;1;9;I;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;3;C;Əmlakın tərkibi (Obyektin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;4;D;Müqavilə verilir (Fiziki şəxsin adı)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;5;E;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;6;F;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;7;G;Müqavilə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;8;H;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;16;emdk2;visible;1;9;I;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;1;A;Sıra №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;2;B;Rayon
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;3;C;Obyektin adı-şəhadətnamə verilir
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;4;D;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;5;E;Tikinti altı torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;6;F;Ümumi torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;7;G;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;8;H;Hansı yol ilə özəlləşib
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;9;I;Şəhadətnamə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;10;J;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;17;mülk 2008-2009;visible;1;11;K;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;1;A;№
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;2;B;Rayonun adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;3;C;Şəhadətnamə verilir
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;4;D;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;5;E;Tikinti altı torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;6;F;Ümumi torpaq sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;7;G;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;8;H;Balanssaxlayıcı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;9;I;Şəhadətnamə və müqavilənin №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;10;J;Registr nömrəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;11;K;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;18;Icara-DEIEDK-EMDK;visible;1;12;L;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;1;A;№
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;2;B;Rayonun adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;3;C;Müqavilə (Şəhadətnamə) verilir
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;4;D;Əmlakın ümumi sahəsi
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;5;E;Ünvanı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;6;F;Şəhadətnamə və Müqavilə №-si
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;7;G;Qovluq
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;19;Icara-EMDK;visible;1;8;H;Səhifə
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;1;2;B;Rayonun adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;1;3;C;Şəhadətnamə verilir
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;1;4;D;Obyektin adı
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;1;5;E;Torpaq sahəsi (kv.m.)
Qeydiyyat/Şəhadətnamələrin siyahısı.xlsx;Şəhadətnamələrin siyahısı.xlsx;20;torp 2008-2010;visible;1;6;F;Ünvanı
